from,to
3526,12218
3526,12234
3526,12247
3526,12262
3526,12263
3526,12276
3617,450
3617,7020
3617,8646
3787,1201
4092,979
4421,407
4731,979
4787,979
4843,450
4843,7020
4843,7224
4843,427
4843,3842
4843,5414
4914,5130
4914,6783
4914,6862
4914,7020
4914,8267
4914,1760
4976,2456
4976,5130
4976,6783
4976,6862
4976,7020
4976,8646
5086,979
5086,6862
5396,7020
5396,5451
5414,979
5414,6
5414,46
5414,120
5414,433
5414,544
5414,569
5414,664
5414,734
5414,804
5414,857
5414,966
5414,1258
5414,1300
5414,1341
5414,1349
5414,1365
5414,1466
5414,1519
5414,1546
5414,1547
5414,1600
5414,1711
5414,1732
5414,1745
5414,1806
5414,1933
5414,1979
5414,2067
5414,2147
5414,2204
5414,2252
5414,2377
5414,2404
5414,2565
5414,2807
5414,2817
5414,2862
5414,2878
5414,2887
5414,2981
5414,3044
5414,3094
5414,3191
5414,3248
5414,3296
5414,3341
5414,3367
5414,3752
5414,3770
5414,3800
5414,3898
5414,3975
5414,3996
5414,4122
5414,4355
5414,4484
5414,4509
5414,4552
5414,4620
5414,4630
5414,4663
5414,4664
5414,4677
5414,4686
5414,4895
5414,4978
5414,5028
5414,5152
5414,5366
5414,5399
5414,5478
5414,5575
5414,5619
5414,5656
5414,5682
5414,5827
5414,5859
5414,5951
5414,6020
5414,6072
5414,6077
5414,6111
5414,6115
5414,6132
5414,6140
5414,6307
5414,6393
5414,6396
5414,6472
5414,6568
5414,6675
5414,6775
5414,6819
5414,7062
5414,7175
5414,7194
5414,7247
5414,7289
5414,7351
5414,7355
5414,7580
5414,7607
5414,7666
5414,8011
5414,8066
5414,8115
5414,8128
5414,8207
5414,8262
5414,8278
5414,8319
5414,8435
5414,8442
5414,8524
5414,8584
5414,8696
5414,8704
5414,8761
5414,8800
5414,8867
5414,8903
5414,9113
5414,9179
5414,9313
5414,9330
5414,9492
5414,9674
5414,9782
5414,9785
5414,9937
5414,9941
5414,10482
5414,10595
5414,10644
5414,10659
5414,10966
5414,11044
5414,11139
5414,11236
5414,11256
5414,11444
5414,11476
5414,11483
5414,11490
5414,11522
5414,11531
5414,11584
5414,11643
5414,11803
5414,11844
5414,12003
5414,12015
5414,12134
5414,12138
5414,12139
5414,12206
5414,12341
5414,12526
5486,5451
6107,7020
6271,2456
6320,979
6331,979
6335,1201
6340,979
6402,979
6402,3304
6402,7224
6404,979
6409,450
6409,7202
6448,5130
6448,6
6448,407
6448,5451
6448,21
6448,199
6448,240
6448,300
6448,366
6448,517
6448,633
6448,699
6448,702
6448,759
6448,829
6448,895
6448,977
6448,1042
6448,1169
6448,1406
6448,1554
6448,1600
6448,1802
6448,1827
6448,2200
6448,2303
6448,2337
6448,2370
6448,2573
6448,2771
6448,2846
6448,2871
6448,2874
6448,3059
6448,3516
6448,3635
6448,3645
6448,3707
6448,3746
6448,3807
6493,979
6669,6862
7020,450
7020,979
7020,5130
7020,6783
7020,6862
7020,21
7020,58
7020,143
7020,199
7020,219
7020,366
7020,373
7020,378
7020,407
7020,505
7020,517
7020,557
7020,587
7020,608
7020,633
7020,662
7020,695
7020,702
7020,977
7020,1010
7020,1021
7020,1219
7020,1437
7020,1600
7020,1611
7020,2107
7020,2303
7020,2319
7020,2369
7020,2370
7020,2430
7020,2473
7020,2508
7020,2540
7020,2560
7020,2573
7020,2724
7020,2771
7020,2812
7020,2846
7020,2871
7020,2907
7020,3049
7020,3163
7020,3167
7020,3223
7020,3256
7020,3383
7020,3480
7020,3516
7020,3522
7020,3618
7020,3633
7020,3635
7020,3645
7020,3725
7020,3807
7020,3840
7020,3842
7020,3844
7020,3864
7020,3883
7020,3914
7020,3953
7020,4009
7020,4334
7020,4415
7020,4508
7020,4764
7020,4805
7020,5230
7020,5259
7020,5407
7020,5412
7020,5451
7020,5477
7020,5489
7020,5666
7020,5732
7020,5852
7020,6033
7020,6063
7020,6072
7020,6132
7020,6174
7020,6203
7020,6396
7020,6541
7020,6693
7020,6954
7020,7065
7020,7175
7020,7202
7020,7214
7020,7253
7020,7285
7020,7351
7020,7448
7020,7477
7020,7509
7020,7666
7020,7718
7020,7811
7020,7823
7020,7999
7020,8134
7020,8142
7020,8186
7020,8265
7020,8267
7020,8317
7020,8363
7020,8373
7020,8484
7020,8535
7020,8572
7020,8632
7020,8704
7020,8748
7020,8844
7020,8875
7020,8879
7020,9012
7020,9145
7020,9219
7020,9249
7020,9258
7020,9309
7020,9362
7020,9467
7020,9587
7020,9728
7020,9733
7020,9754
7020,9773
7020,9818
7020,9896
7020,9907
7020,9930
7020,9966
7020,9989
7020,10015
7020,10041
7020,10176
7020,10228
7020,10298
7020,10299
7020,10363
7020,10481
7020,10696
7020,10840
7020,10856
7020,10874
7020,10971
7020,11398
7020,11490
7020,11499
7020,11715
7020,11878
7020,11914
7020,12037
7020,12156
7020,12521
7175,979
7175,1235
7175,3842
7201,979
7202,979
7202,3304
7202,4726
7202,5130
7202,6783
7202,6862
7202,4263
7202,4484
7202,6396
7202,9743
7202,9930
7202,11354
7202,11798
7289,450
7289,3009
7289,6352
7387,979
7387,8267
7412,2456
7412,8646
7440,979
7440,5591
7477,979
7683,450
7683,7224
7683,2491
7999,979
7999,6352
8032,979
8134,450
8134,979
8189,979
8224,450
8224,7224
8244,5451
8244,6352
8261,979
8261,6862
8317,450
8370,979
8370,6862
8399,6862
8535,450
8535,5451
8663,3009
9362,4482
9467,450
9467,979
9521,450
9521,4955
9564,450
9564,2491
9564,6352
9783,450
9783,979
9783,6862
9783,5552
9787,5451
9930,979
9930,8267
10058,8646
10074,450
10262,3842
10298,450
10298,2560
10298,4955
10298,5451
10859,979
10978,979
10978,3304
10978,6862
10978,5451
11010,979
11017,8267
11128,979
11286,979
11286,6
11291,979
11328,979
11339,979
11391,6392
11409,979
11490,450
11490,979
11490,4482
11490,5552
11490,6352
11512,4955
11750,1201
11750,3842
11750,4955
11861,979
11998,979
12031,5591
12031,3842
12031,4955
12380,979
386,450
468,6862
468,7224
752,979
1873,8646
1884,10688
3073,3304
3543,450
3543,6862
4915,450
5777,7224
8328,450
11044,450
11184,6862
11315,450
11315,6862
11335,5451
295,6862
295,4482
295,6352
979,46
979,47
979,199
979,1161
979,1600
979,1769
979,2213
979,2364
979,2590
979,3072
979,3183
979,3364
979,3722
979,3798
979,4043
979,4186
979,4253
979,4337
979,4341
979,4419
979,4736
979,4888
979,4996
979,5152
979,5445
979,5553
979,5582
979,5908
979,5974
979,5996
979,6139
979,6675
979,6688
979,6844
979,7162
979,7351
979,7421
979,7434
979,7577
979,7586
979,7702
979,7752
979,7762
979,8164
979,8170
979,8267
979,8400
979,8472
979,8507
979,8522
979,8744
979,8988
979,9683
979,9907
979,9929
979,10041
979,10717
979,11000
979,11055
979,11088
979,11109
979,11117
979,11134
979,11435
979,11643
979,12043
979,12110
979,12136
979,12491
990,3304
990,10618
2508,3842
5974,450
6393,3009
6393,3842
9815,2456
9815,8646
11088,8646
888,450
2976,450
4692,10618
5152,450
7923,450
207,8646
1437,2456
1437,10618
1437,4482
1437,6352
1678,10618
2560,6
2560,1145
2560,1598
2560,1649
2560,1696
2560,2292
2560,2319
2560,2337
2560,2413
2560,3678
2560,4040
2560,4218
2560,4644
2560,5157
2560,6432
2560,6564
2560,6844
2560,6975
2560,7638
2560,7772
2560,8055
2560,8353
2560,8611
2560,9508
2560,9555
2560,9793
2560,9990
2560,10190
2560,11353
4040,5591
9219,6352
199,4482
199,5451
199,6352
327,8646
450,20
450,84
450,167
450,311
450,388
450,403
450,413
450,414
450,419
450,425
450,493
450,537
450,538
450,633
450,694
450,759
450,765
450,804
450,826
450,866
450,1092
450,1100
450,1159
450,1172
450,1631
450,1745
450,1759
450,1787
450,1933
450,2253
450,2307
450,2319
450,2377
450,2473
450,2535
450,2606
450,2616
450,2714
450,2763
450,2828
450,2887
450,2926
450,2981
450,3183
450,3209
450,3324
450,3411
450,3442
450,3454
450,3570
450,3612
450,3635
450,3645
450,3702
450,3738
450,3819
450,3827
450,4024
450,4029
450,4063
450,4224
450,4318
450,4361
450,4509
450,4527
450,4548
450,4568
450,4646
450,4663
450,4665
450,4695
450,4889
450,4910
450,5060
450,5139
450,5171
450,5254
450,5301
450,5389
450,5399
450,5441
450,5575
450,5648
450,5736
450,5764
450,5778
450,5833
450,5845
450,5951
450,6000
450,6006
450,6057
450,6086
450,6136
450,6550
450,6572
450,6628
450,6862
450,6894
450,6983
450,7232
450,7348
450,7395
450,7400
450,7503
450,7559
450,7695
450,7709
450,7868
450,7870
450,8038
450,8077
450,8115
450,8154
450,8262
450,8339
450,8369
450,8543
450,8625
450,8830
450,8863
450,8915
450,8977
450,9038
450,9129
450,9182
450,9223
450,9313
450,9319
450,9349
450,9658
450,9807
450,9937
450,9964
450,9966
450,10162
450,10370
450,10393
450,10413
450,10423
450,10439
450,10567
450,10634
450,10644
450,10678
450,10783
450,10808
450,11052
450,11136
450,11190
450,11248
450,11425
450,11472
450,11508
450,11560
450,11762
450,11795
450,11866
450,11885
450,11954
450,12052
450,12308
450,12341
450,12422
954,6392
1259,10618
1970,5552
1970,6392
2416,10688
2926,6862
3137,4955
4263,4482
4263,6352
5653,6862
8617,6352
9614,1048
9614,4955
10053,3842
10363,3842
225,1073
225,3842
664,6862
664,3842
773,3842
1076,1431
1076,3842
1076,5145
1600,3842
1600,5145
1600,6352
1600,6392
1872,3842
2229,3842
2236,3842
2732,2491
3522,3842
3522,5145
3522,6392
3941,3842
3941,5145
4011,5145
4024,3842
4695,7365
4695,4325
4695,4955
4695,6352
4935,3842
4981,5591
4981,3842
5060,6783
5060,4955
5083,2491
5147,3842
5147,5145
5157,7365
5157,3842
5157,4482
5157,4955
5399,3842
5399,4482
5399,4955
5399,5145
5399,6352
5619,3842
5687,2456
5687,6
5687,20
5687,544
5687,624
5687,1630
5687,2072
5687,2272
5687,2367
5687,2433
5687,2644
5687,2657
5687,2706
5687,3864
5687,4379
5687,5082
5687,5139
5687,5845
5687,6016
5687,7481
5687,7997
5687,8373
5687,8437
5687,9308
5687,9845
5687,9966
5687,10393
5687,11767
5687,12354
5851,6
5851,2491
5851,259
5851,4910
5851,8990
5851,12206
6526,8486
6526,5552
6526,6392
6938,5552
6938,6392
7114,3842
7114,5145
7206,2491
7206,3842
7666,5145
7762,1201
7910,3842
7910,5145
8011,3842
8186,3725
8429,8646
8611,5591
8611,6862
8632,10688
8632,3009
8632,5451
8632,5552
8632,6392
8820,2456
8820,8267
8820,3725
8820,3842
8820,5145
9662,3842
9997,3842
10176,6
10176,2491
10176,3842
10176,5145
10736,3842
11483,5145
11612,1431
12015,3009
12015,5145
12278,3842
12278,5145
12505,5552
12505,6392
1325,6783
2355,4066
4344,2456
4396,4066
4592,5451
6857,1264
6954,6
7838,4955
8363,6
8363,2084
8363,4066
8748,4482
9422,5451
10535,5130
10535,407
10535,5451
2432,1760
9373,7365
312,3304
1105,4482
2800,6862
2800,7365
2800,4955
4161,5451
4818,3304
6862,58
6862,901
6862,1366
6862,1760
6862,1982
6862,2590
6862,6173
6862,6718
6862,8522
6862,8873
6862,9083
6862,10041
6862,11319
6862,11771
6862,11782
6862,11906
10567,5552
4189,8646
4244,2456
4341,2084
7285,1505
7285,4482
7285,6352
9258,6352
7491,2456
7491,3842
8096,2980
8096,8533
5224,2456
5224,8646
8941,2456
11891,8646
471,5451
734,694
734,3725
895,5130
895,9119
1625,3725
1625,5145
2655,2445
2975,8486
3057,2456
3277,3725
3799,3304
4112,9119
4185,3725
4185,5145
4185,6352
4665,5130
4665,407
4665,4482
4665,5451
4765,3725
5643,2456
6170,5451
7219,8486
7219,4066
7421,3009
7421,4955
7438,2980
7586,3842
7699,6392
9065,6352
9117,3178
9117,4399
9117,8596
9117,9094
9117,10607
9119,2996
9119,7807
9119,8967
9119,10299
9330,7224
9349,4066
9658,5552
10688,9357
10688,625
10688,740
10688,829
10688,1977
10688,2399
10688,2835
10688,4038
10688,4484
10688,5236
10688,6396
10688,8442
10688,8980
10688,9966
10688,10466
10688,10746
10688,10854
10688,10886
10688,11113
10688,11117
10688,11798
10688,11854
10688,11889
10688,12138
11180,10618
2456,127
2456,362
2456,518
2456,545
2456,567
2456,592
2456,601
2456,674
2456,1289
2456,1431
2456,1546
2456,1670
2456,1863
2456,2057
2456,2330
2456,2370
2456,2399
2456,2446
2456,2597
2456,2838
2456,2984
2456,3213
2456,3536
2456,3604
2456,3967
2456,3973
2456,3986
2456,4002
2456,4119
2456,4351
2456,4569
2456,4654
2456,5115
2456,5203
2456,5331
2456,5450
2456,6520
2456,6980
2456,7138
2456,7619
2456,7669
2456,7707
2456,7726
2456,7927
2456,8025
2456,8064
2456,8373
2456,8404
2456,8405
2456,8509
2456,8646
2456,8833
2456,8988
2456,9095
2456,9099
2456,9218
2456,9245
2456,9367
2456,9494
2456,9496
2456,9789
2456,9822
2456,9839
2456,9966
2456,10104
2456,10205
2456,10747
2456,10826
2456,10827
2456,10883
2456,11061
2456,11106
2456,11376
2456,11521
2456,11586
2456,11651
2456,12003
2456,12108
2456,12119
2456,12518
2570,2468
2570,3223
2570,3327
2570,3407
2570,4457
2570,5054
2570,5820
2570,6076
2570,7933
2570,8511
2570,9336
2570,9826
3304,1388
3304,1869
3304,2166
3304,4738
3304,5218
3304,5996
3304,6718
3304,7584
3304,10405
3304,11741
3304,12140
5130,407
5130,633
5130,1426
5130,1760
5130,2862
5130,3327
5130,3619
5130,3645
5130,3883
5130,3919
5130,4318
5130,4413
5130,4482
5130,4484
5130,5458
5130,5695
5130,5732
5130,5996
5130,6000
5130,6063
5130,6352
5130,7327
5130,9410
5130,9908
5130,10040
5130,10041
5130,10042
5130,10299
5130,10341
5130,10439
5130,10481
5130,10563
5130,10802
5130,10948
5130,10950
5130,11027
5130,11114
5130,11423
5130,11651
5130,11784
5130,11893
5130,12081
5130,12107
5130,12152
5130,12221
5130,12233
5130,12242
5130,12371
5591,702
5591,959
5591,2327
5591,3121
5591,3777
5591,4186
5591,4510
5591,5139
5591,5755
5591,7596
5591,8928
5591,11753
5889,1253
5889,7778
6783,168
6783,826
6783,940
6783,1036
6783,1593
6783,1724
6783,1836
6783,3487
6783,3999
6783,4955
6783,7009
6783,7265
6783,7596
6783,10072
6783,10095
6783,10681
6783,11474
6783,11753
6783,11910
7365,464
7365,657
7365,971
7365,4744
7365,5797
7365,5923
7365,6352
7365,7401
7365,8788
7365,8969
7365,9059
7365,9165
7365,9690
7365,10121
7365,10150
7365,11114
7365,11338
7365,11545
7365,11625
8267,6784
8646,20
8646,78
8646,362
8646,395
8646,497
8646,545
8646,563
8646,771
8646,1003
8646,1106
8646,1370
8646,1463
8646,1658
8646,1710
8646,1756
8646,1854
8646,1863
8646,1882
8646,1977
8646,2021
8646,2330
8646,2399
8646,2473
8646,2788
8646,2838
8646,3037
8646,3070
8646,3097
8646,3175
8646,3316
8646,3392
8646,3536
8646,3973
8646,4002
8646,4119
8646,4229
8646,4271
8646,4354
8646,4630
8646,4654
8646,4889
8646,5022
8646,5023
8646,5115
8646,5193
8646,5203
8646,5331
8646,5579
8646,5750
8646,6256
8646,6329
8646,6801
8646,6906
8646,7618
8646,7619
8646,7934
8646,7996
8646,8123
8646,8165
8646,8918
8646,9068
8646,9099
8646,9182
8646,9367
8646,9525
8646,9659
8646,9706
8646,9789
8646,9822
8646,9966
8646,10130
8646,10437
8646,10459
8646,10827
8646,10883
8646,11521
8646,11523
8646,11651
8646,11716
8646,11771
8646,12003
8646,12052
8646,12156
9357,5915
10618,826
10618,2254
10618,3324
10618,3931
10618,4047
10618,7492
10618,9178
10618,11197
20,3842
84,5451
403,5451
425,4482
425,6352
537,8486
694,6
694,92
694,318
694,410
694,585
694,721
694,739
694,882
694,1067
694,1092
694,1505
694,1806
694,1818
694,2127
694,2211
694,2213
694,2300
694,2473
694,2567
694,2607
694,2629
694,2710
694,2715
694,2888
694,2982
694,3311
694,3921
694,3969
694,3983
694,4510
694,4600
694,4680
694,5078
694,5101
694,5744
694,6205
694,6361
694,6439
694,6966
694,7170
694,7239
694,7780
694,8265
694,8301
694,8433
694,8495
694,9314
694,9536
694,9608
694,9749
694,9790
694,10276
694,10353
694,10400
694,10492
694,10697
694,11230
694,11311
694,11742
694,12466
694,12573
804,9578
804,3842
1933,6352
2828,2980
2981,3842
3738,3842
4029,3725
4029,3842
4509,2491
4548,4482
4663,3842
5139,7224
5139,5552
5139,6392
5254,4955
6000,7224
6894,3842
7232,2980
7232,4482
7348,1235
7559,3842
7695,5451
8077,4066
8262,3842
8369,5552
8369,6392
9182,1760
10370,3842
10439,6352
11136,3842
11190,4066
11560,3842
11762,3842
12308,3842
12341,3842
3722,5145
4736,1431
4736,2084
4736,4066
5996,4482
5996,6352
6139,1431
6675,3842
7351,6
7351,4066
7351,5552
7351,6352
7351,6392
10041,1760
10041,3842
11435,7224
567,5451
1431,6
1431,143
1431,559
1431,619
1431,825
1431,1021
1431,1032
1431,1174
1431,1205
1431,1258
1431,1324
1431,1632
1431,1887
1431,1916
1431,2300
1431,2312
1431,2451
1431,2772
1431,2911
1431,3225
1431,3898
1431,4258
1431,4547
1431,4709
1431,4841
1431,4901
1431,5073
1431,5359
1431,6072
1431,6166
1431,6464
1431,7330
1431,7383
1431,7667
1431,7821
1431,7963
1431,7992
1431,7997
1431,8175
1431,8511
1431,8542
1431,8575
1431,8600
1431,8973
1431,9045
1431,9366
1431,9414
1431,9508
1431,9666
1431,9896
1431,9962
1431,10175
1431,11354
1431,11515
1431,11772
1431,12443
3967,8486
6520,3842
7707,1235
7927,4482
7927,6352
9245,1760
9367,8486
9789,407
10104,4482
11651,7224
11651,5451
12003,3842
12003,4955
8511,6352
3876,8486
4229,4066
6718,5451
12140,4482
1235,6
1235,1693
1235,7081
1235,12146
1466,3842
1671,8486
1706,3009
1706,3842
2056,4955
2157,6392
2327,2491
2491,6
2491,2266
2491,230
2491,326
2491,558
2491,778
2491,1067
2491,1339
2491,1712
2491,1929
2491,2148
2491,2525
2491,2903
2491,3012
2491,3187
2491,3647
2491,3649
2491,3766
2491,3926
2491,4034
2491,4258
2491,4306
2491,4824
2491,5047
2491,5132
2491,5182
2491,5465
2491,5909
2491,6123
2491,6174
2491,6212
2491,6387
2491,6525
2491,6595
2491,7265
2491,7523
2491,7570
2491,7701
2491,7793
2491,8044
2491,8512
2491,9366
2491,10470
2491,11043
2491,11511
2491,11890
2491,12135
2748,7224
2748,3842
2748,4955
2922,5552
2922,6392
3487,1048
3487,4955
3725,6
3725,846
3725,1204
3725,1210
3725,1654
3725,2442
3725,2558
3725,2602
3725,2613
3725,2757
3725,2875
3725,3351
3725,3662
3725,3774
3725,3835
3725,3939
3725,3940
3725,4304
3725,4400
3725,4608
3725,4820
3725,5037
3725,5039
3725,5654
3725,6330
3725,6608
3725,6704
3725,6893
3725,7064
3725,7093
3725,7293
3725,7541
3725,7658
3725,7856
3725,7934
3725,8234
3725,8390
3725,8521
3725,8850
3725,8881
3725,9294
3725,9472
3725,9508
3725,9663
3725,9757
3725,10216
3725,10395
3725,10470
3725,10628
3725,11139
3725,11229
3725,11457
3725,11506
3725,12050
3725,12262
3725,12267
3725,12562
3842,6
3842,1505
3842,39
3842,57
3842,58
3842,171
3842,294
3842,730
3842,966
3842,993
3842,1084
3842,1597
3842,1711
3842,1806
3842,2147
3842,2204
3842,2436
3842,2506
3842,2553
3842,2657
3842,2754
3842,2813
3842,2882
3842,2989
3842,3053
3842,3338
3842,3367
3842,3662
3842,3672
3842,3697
3842,3734
3842,3770
3842,3774
3842,3782
3842,3838
3842,3898
3842,3982
3842,3996
3842,4061
3842,4087
3842,4212
3842,4308
3842,4377
3842,4388
3842,4613
3842,4620
3842,4774
3842,4906
3842,5107
3842,5142
3842,5145
3842,5175
3842,5182
3842,5212
3842,5412
3842,5612
3842,5755
3842,5814
3842,6098
3842,6132
3842,6140
3842,6351
3842,6555
3842,6849
3842,7022
3842,7126
3842,7127
3842,7195
3842,7265
3842,7363
3842,7401
3842,7418
3842,7479
3842,7591
3842,7596
3842,7807
3842,7934
3842,7985
3842,7996
3842,8020
3842,8133
3842,8185
3842,8230
3842,8243
3842,8383
3842,8386
3842,8413
3842,8435
3842,8517
3842,8542
3842,8606
3842,8696
3842,8761
3842,8798
3842,8867
3842,8876
3842,9063
3842,9105
3842,9294
3842,9314
3842,9459
3842,9508
3842,9608
3842,9668
3842,9670
3842,9687
3842,9689
3842,9749
3842,9843
3842,9962
3842,10175
3842,10466
3842,10595
3842,10831
3842,11277
3842,11285
3842,11562
3842,12218
3842,12247
3842,12281
3842,12526
4192,2980
4482,6
4482,366
4482,557
4482,593
4482,1839
4482,2573
4482,2871
4482,2906
4482,3221
4482,3516
4482,3996
4482,4540
4482,4753
4482,5666
4482,7065
4482,7132
4482,7448
4482,7489
4482,7509
4482,9728
4482,9754
4482,9828
4482,9989
4482,10751
4482,10761
4858,4955
4868,4955
5237,8486
5787,4955
5841,4955
6352,6
6352,19
6352,559
6352,587
6352,593
6352,841
6352,1021
6352,1630
6352,1839
6352,1916
6352,2055
6352,2149
6352,2242
6352,2310
6352,2573
6352,2579
6352,2756
6352,2772
6352,2874
6352,2906
6352,2955
6352,3516
6352,3898
6352,3996
6352,3999
6352,4441
6352,4547
6352,4583
6352,4901
6352,5230
6352,5327
6352,5666
6352,6072
6352,6339
6352,6450
6352,6563
6352,6693
6352,7065
6352,7448
6352,7509
6352,7758
6352,7823
6352,7932
6352,7963
6352,8307
6352,8942
6352,9733
6352,9743
6352,9989
6352,10102
6352,10192
6352,10761
6352,10831
6352,11601
6352,12005
6352,12037
6352,12476
6917,5145
7265,6
7265,3009
7362,6
7418,4955
8960,4955
8981,8486
9123,6
9123,6392
10481,6
10681,4955
10681,5552
10831,5145
10890,2980
10890,8533
10890,9578
10920,2980
10920,8533
10920,9578
11348,4955
12276,1505
407,6
407,423
407,3059
407,4729
407,7441
407,9896
407,10143
407,11154
407,11311
1760,6
1760,725
1760,1174
1760,3297
1760,4009
1760,4160
1760,5164
1760,5202
1760,6065
1760,8149
1760,8839
1760,8875
1760,10174
1760,10856
1760,11878
1760,12246
3883,4955
5755,4955
8928,5451
1593,2980
4955,6
4955,1517
4955,1941
4955,2204
4955,3830
4955,3982
4955,4458
4955,4984
4955,7300
4955,7375
4955,7401
4955,7523
4955,7632
4955,7779
4955,8388
4955,10071
4955,10216
4955,10230
4955,10837
4955,11457
4955,12377
11910,8486
11910,5451
9083,6392
143,1264
143,5451
1021,1264
2724,2980
2724,9578
2846,5451
2871,5451
3049,3009
5451,6
5451,128
5451,288
5451,300
5451,358
5451,464
5451,522
5451,718
5451,873
5451,1005
5451,1192
5451,1379
5451,1523
5451,1680
5451,1905
5451,2064
5451,2068
5451,2228
5451,2259
5451,2280
5451,2302
5451,2630
5451,2874
5451,3031
5451,3088
5451,3337
5451,3417
5451,3853
5451,3895
5451,4343
5451,4447
5451,4900
5451,5159
5451,5379
5451,5532
5451,5574
5451,5797
5451,6072
5451,6244
5451,7448
5451,8024
5451,8257
5451,8559
5451,8805
5451,9145
5451,9269
5451,9738
5451,11285
5451,11431
5451,11597
5451,12046
5451,12339
5451,12488
5451,12530
5852,4066
7065,5552
7065,6392
7448,1201
7448,5552
7448,6392
7823,6
8875,427
9896,6392
11354,1264
4744,6392
7401,2980
9094,6
4,8486
8486,54
8486,130
8486,283
8486,335
8486,521
8486,860
8486,899
8486,950
8486,1025
8486,1031
8486,1041
8486,1267
8486,1378
8486,1406
8486,1500
8486,1511
8486,1813
8486,1889
8486,2283
8486,2324
8486,2359
8486,2415
8486,2681
8486,2733
8486,2810
8486,2968
8486,3018
8486,3287
8486,3436
8486,3438
8486,3559
8486,3578
8486,4152
8486,4392
8486,4506
8486,4649
8486,5089
8486,5144
8486,5333
8486,5361
8486,5379
8486,5390
8486,5391
8486,5456
8486,5500
8486,5544
8486,5576
8486,5842
8486,5907
8486,5933
8486,6048
8486,6491
8486,6617
8486,6903
8486,7075
8486,7237
8486,7276
8486,7757
8486,7769
8486,7960
8486,7974
8486,7979
8486,8083
8486,8132
8486,8396
8486,8445
8486,8482
8486,8506
8486,8688
8486,8829
8486,8910
8486,8954
8486,9166
8486,9205
8486,9265
8486,9299
8486,9346
8486,9529
8486,9628
8486,9639
8486,9657
8486,9835
8486,9962
8486,10080
8486,10248
8486,10596
8486,10620
8486,10641
8486,10698
8486,11035
8486,11389
8486,11524
8486,11555
8486,11616
8486,11622
8486,11671
8486,12116
2968,5145
9962,5145
5,2980
5,7224
5,8533
5,9578
5,11020
2980,162
2980,1136
2980,2977
2980,2978
2980,3165
2980,3764
2980,4933
2980,5533
2980,6467
2980,7708
2980,8533
2980,8862
2980,9578
2980,11240
2980,11701
7224,881
7224,927
7224,1192
7224,1456
7224,2187
7224,2280
7224,3966
7224,6757
7224,8045
7224,8259
7224,8660
7224,8727
7224,9428
7224,10148
7224,10850
7224,11154
7224,11461
8533,1136
8533,2116
8533,2977
8533,3764
8533,7708
8533,8245
8533,9578
8533,11701
9578,846
9578,965
9578,1136
9578,2138
9578,2750
9578,3764
9578,3784
9578,3865
9578,4315
9578,5533
9578,5773
9578,9004
9578,9641
9578,9922
9578,9996
9578,11697
11020,7871
927,5552
927,6392
9428,1264
4055,5145
9113,1505
6,427
6,1048
6,1073
6,1201
6,1264
6,1496
6,1505
6,2084
6,2266
6,2445
6,2693
6,3009
6,3028
6,4066
6,4325
6,5145
6,5552
6,5615
6,6392
6,6517
6,7523
6,8584
6,9006
6,9092
6,9291
6,9404
6,9843
6,9977
6,11511
6,11772
6,12135
6,12206
6,12411
427,7606
427,10758
1048,4689
1048,7052
1048,9041
1048,9663
1073,3502
1201,11404
1264,490
1264,725
1264,1174
1264,1544
1264,3439
1264,4331
1264,4386
1264,6832
1264,7464
1264,9449
1264,9571
1264,9971
1264,11003
1264,11353
1264,11597
1496,433
1496,1811
1496,9473
1505,92
1505,301
1505,585
1505,791
1505,1806
1505,1998
1505,2196
1505,2629
1505,2715
1505,3185
1505,3921
1505,4233
1505,5118
1505,5215
1505,5744
1505,5941
1505,6205
1505,7233
1505,7549
1505,7564
1505,7580
1505,8948
1505,9314
1505,9836
1505,10294
1505,11230
1505,11311
1505,12162
1505,12299
2084,131
2084,1111
2084,4066
2084,4398
2084,4711
2084,7110
2084,7821
2084,9977
2084,10175
2084,10209
2084,11309
2084,11663
2084,11772
2266,7523
2266,9092
2445,10832
2693,8521
3009,57
3009,67
3009,120
3009,778
3009,878
3009,2527
3009,3217
3009,3280
3009,3314
3009,3699
3009,4370
3009,5814
3009,6289
3009,7168
3009,7981
3009,8037
3009,8310
3009,8419
3009,8524
3009,8800
3009,8937
3009,9037
3009,9492
3009,9508
3009,9555
3009,9668
3009,9911
3009,9912
3009,11438
3028,67
3028,778
3028,878
3028,3437
3028,5814
3028,6412
3028,7168
3028,7701
3028,8037
3028,8310
3028,8419
3028,8524
3028,8800
3028,9492
3028,9508
3028,9911
3028,11438
4066,131
4066,670
4066,984
4066,2600
4066,3690
4066,7182
4066,7706
4066,7821
4066,8161
4066,8902
4066,9831
4066,9977
4066,11309
4066,11344
4066,11519
4066,11933
4325,11803
5145,176
5145,367
5145,1345
5145,1517
5145,1633
5145,2067
5145,2613
5145,3053
5145,3416
5145,3774
5145,3996
5145,4062
5145,4184
5145,4774
5145,5316
5145,5701
5145,6200
5145,6662
5145,8037
5145,8278
5145,8770
5145,9508
5145,10482
5145,11562
5145,12523
5552,15
5552,43
5552,98
5552,135
5552,146
5552,577
5552,711
5552,1108
5552,2255
5552,2258
5552,2511
5552,2695
5552,3336
5552,3467
5552,3557
5552,3655
5552,4422
5552,4800
5552,5133
5552,5287
5552,5823
5552,6392
5552,6442
5552,6929
5552,7015
5552,7159
